id,data_ocorrencia,mes,ano,bairro,tipo_ocorrencia,quantidade_coletada_kg,tempo_atendimento_horas,resolvido,latitude,longitude
252,2023-09-05,9,2023,Caxangá,Acúmulo de lixo em via pública,398.02,39.1,True,-8.004428,-34.955462
253,2023-01-25,1,2023,Boa Viagem,Lixeira danificada,952.86,52.1,True,-8.074145,-34.954067
254,2023-08-12,8,2023,Espinheiro,Lixeira danificada,417.54,63.1,False,-8.143557,-34.86796
255,2023-10-25,10,2023,Boa Viagem,Ponto viciado de descarte irregular,451.86,8.2,True,-8.030443,-34.859343
256,2023-01-08,1,2023,Casa Forte,Falta de coleta no prazo,905.98,39.3,False,-7.994787,-34.971973
257,2023-05-08,5,2023,Iputinga,Lixeira danificada,1176.08,55.9,False,-8.102619,-34.824748
258,2023-11-17,11,2023,Pina,Falta de coleta no prazo,635.98,5.3,False,-7.974057,-34.817684
259,2023-11-22,11,2023,Tejipió,Entulho em área pública,1016.46,70.0,False,-8.015731,-34.842839
260,2023-06-23,6,2023,Tejipió,Falta de coleta no prazo,340.97,27.7,False,-8.055296,-34.830132
261,2023-05-28,5,2023,Espinheiro,Falta de coleta no prazo,1833.75,40.9,False,-8.038543,-34.973181
262,2023-04-09,4,2023,Torre,Lixeira danificada,1311.08,66.5,False,-8.131507,-34.855083
263,2023-04-02,4,2023,Imbiribeira,Falta de coleta no prazo,1363.66,43.8,False,-8.112367,-34.847661
264,2023-12-22,12,2023,Água Fria,Ponto viciado de descarte irregular,984.82,62.7,True,-7.958596,-34.996933
265,2023-04-24,4,2023,Aflitos,Descarte irregular em terreno baldio,1999.17,35.0,True,-8.02912,-34.959097
266,2023-04-18,4,2023,Beberibe,Lixeira danificada,792.29,38.9,True,-8.097688,-34.897437
267,2023-08-15,8,2023,Aflitos,Descarte irregular em terreno baldio,965.51,60.6,False,-8.075859,-34.917214
268,2023-10-28,10,2023,Pina,Descarte irregular em terreno baldio,334.55,19.5,False,-8.034171,-34.916484
269,2023-03-07,3,2023,Beberibe,Ponto viciado de descarte irregular,790.69,60.2,True,-8.019078,-34.863031
270,2023-05-25,5,2023,Jordão,Descarte irregular em terreno baldio,1301.3,35.8,True,-7.991005,-34.966147
271,2023-12-18,12,2023,Jordão,Ponto viciado de descarte irregular,1837.95,39.5,True,-8.138254,-34.993235
272,2023-02-27,2,2023,Casa Forte,Acúmulo de lixo em via pública,854.16,60.8,True,-8.008566,-34.998172
273,2023-09-15,9,2023,Caxangá,Acúmulo de lixo em via pública,1254.78,48.3,True,-8.053359,-34.902429
274,2023-01-18,1,2023,Água Fria,Falta de coleta no prazo,73.11,38.6,True,-7.954504,-34.996571
275,2023-12-22,12,2023,Tejipió,Ponto viciado de descarte irregular,258.68,7.8,True,-8.111614,-34.894709
276,2023-06-09,6,2023,Várzea,Acúmulo de lixo em via pública,777.45,29.8,True,-7.951953,-34.954829
277,2023-11-27,11,2023,Graças,Descarte irregular em terreno baldio,1983.77,47.1,True,-8.068944,-34.924566
278,2023-08-02,8,2023,Boa Viagem,Descarte irregular em terreno baldio,384.2,36.5,True,-7.993125,-34.886829
279,2023-02-17,2,2023,Casa Forte,Ponto viciado de descarte irregular,462.26,62.6,False,-8.0549,-34.990688
280,2023-02-22,2,2023,Imbiribeira,Entulho em área pública,1148.84,3.3,False,-8.087103,-34.807706
281,2023-10-05,10,2023,Várzea,Acúmulo de lixo em via pública,633.59,41.0,True,-7.980112,-34.864593
282,2023-09-11,9,2023,Várzea,Descarte irregular em terreno baldio,322.9,71.2,True,-8.049841,-34.805135
283,2023-01-04,1,2023,Tejipió,Ponto viciado de descarte irregular,1685.42,25.2,False,-7.959028,-34.920659
284,2023-06-01,6,2023,Imbiribeira,Falta de coleta no prazo,1006.68,26.3,False,-8.06363,-34.864061
285,2023-11-13,11,2023,Graças,Entulho em área pública,625.99,18.5,True,-8.096406,-34.924
286,2023-11-05,11,2023,Várzea,Lixeira danificada,753.37,7.5,False,-8.061053,-34.847731
287,2023-02-05,2,2023,Graças,Ponto viciado de descarte irregular,890.41,40.5,True,-8.129341,-34.982076
288,2023-09-03,9,2023,Mustardinha,Entulho em área pública,1579.66,62.3,True,-8.067238,-34.844166
289,2023-12-18,12,2023,Pina,Entulho em área pública,1066.15,49.7,True,-8.096216,-34.946319
290,2023-03-03,3,2023,Madalena,Falta de coleta no prazo,588.13,22.3,False,-8.077775,-34.811156
291,2023-12-21,12,2023,Jordão,Entulho em área pública,1252.5,33.5,True,-8.148647,-34.920862
292,2023-10-13,10,2023,Beberibe,Falta de coleta no prazo,702.74,58.9,False,-7.955155,-34.972775
293,2023-06-20,6,2023,Torre,Falta de coleta no prazo,662.66,69.5,False,-8.09171,-34.861008
294,2023-08-19,8,2023,Pina,Lixeira danificada,783.31,59.0,True,-8.127222,-34.88723
295,2023-10-18,10,2023,Madalena,Descarte irregular em terreno baldio,1546.85,2.9,True,-7.961405,-34.95807
296,2023-05-27,5,2023,Graças,Falta de coleta no prazo,1362.31,10.9,True,-8.099464,-34.969171
297,2023-07-26,7,2023,Várzea,Acúmulo de lixo em via pública,925.68,43.5,True,-8.043127,-34.815301
298,2023-12-14,12,2023,Água Fria,Acúmulo de lixo em via pública,1591.91,26.5,False,-8.042619,-34.872364
299,2023-02-04,2,2023,Pina,Descarte irregular em terreno baldio,1346.15,12.8,True,-8.037356,-34.870994
300,2023-11-13,11,2023,Beberibe,Falta de coleta no prazo,256.59,8.0,True,-8.000629,-34.888401
301,2023-12-19,12,2023,Pina,Falta de coleta no prazo,779.53,33.9,True,-8.011913,-34.969851
302,2023-01-16,1,2023,Aflitos,Lixeira danificada,861.15,69.3,True,-7.961865,-34.971665
303,2023-05-11,5,2023,Ibura,Ponto viciado de descarte irregular,1066.17,25.7,True,-8.005601,-34.909511
304,2023-02-10,2,2023,Casa Forte,Descarte irregular em terreno baldio,274.42,61.3,True,-8.014572,-34.967129
305,2023-12-08,12,2023,Dois Unidos,Ponto viciado de descarte irregular,1126.23,24.5,True,-8.057589,-34.840449
306,2023-11-06,11,2023,Madalena,Descarte irregular em terreno baldio,1331.75,29.1,True,-7.973381,-34.910085
307,2023-07-13,7,2023,Boa Viagem,Descarte irregular em terreno baldio,468.85,20.8,True,-7.990798,-34.88453
308,2023-09-06,9,2023,Caxangá,Lixeira danificada,434.29,9.1,True,-8.052103,-34.806817
309,2023-06-20,6,2023,Várzea,Entulho em área pública,815.46,9.1,True,-8.058428,-34.965494
310,2023-11-23,11,2023,Encruzilhada,Entulho em área pública,1200.83,48.7,True,-8.102285,-34.97661
311,2023-06-23,6,2023,Espinheiro,Entulho em área pública,807.5,43.3,True,-8.065392,-34.902666
312,2023-09-23,9,2023,Madalena,Entulho em área pública,375.39,21.5,True,-7.981603,-34.876118
313,2023-06-01,6,2023,Jordão,Ponto viciado de descarte irregular,430.5,28.3,True,-8.019386,-34.918173
314,2023-08-14,8,2023,Ibura,Falta de coleta no prazo,376.14,41.1,False,-8.105894,-34.993461
315,2023-04-18,4,2023,Encruzilhada,Ponto viciado de descarte irregular,1572.44,41.2,False,-8.050937,-34.897839
316,2023-10-04,10,2023,Imbiribeira,Entulho em área pública,1655.4,27.0,False,-8.141678,-34.856204
317,2023-09-07,9,2023,Tejipió,Acúmulo de lixo em via pública,1485.18,47.4,True,-7.975038,-34.993554
318,2023-05-12,5,2023,Graças,Falta de coleta no prazo,1737.32,9.3,False,-8.108024,-34.852477
319,2023-12-12,12,2023,Mustardinha,Descarte irregular em terreno baldio,884.93,44.7,False,-7.987294,-34.838912
320,2023-10-12,10,2023,Água Fria,Lixeira danificada,1213.87,13.0,False,-8.091473,-34.885453
321,2023-09-22,9,2023,Aflitos,Ponto viciado de descarte irregular,1927.41,56.8,False,-7.951503,-34.82659
322,2023-03-23,3,2023,Espinheiro,Ponto viciado de descarte irregular,335.17,23.9,True,-7.981289,-34.92146
323,2023-03-19,3,2023,Imbiribeira,Descarte irregular em terreno baldio,857.74,33.1,True,-7.973975,-34.981381
324,2023-09-24,9,2023,Imbiribeira,Descarte irregular em terreno baldio,1875.86,27.2,False,-8.084542,-34.999505
325,2023-12-03,12,2023,Ibura,Descarte irregular em terreno baldio,1345.08,26.4,True,-8.043115,-34.956434
326,2023-07-27,7,2023,Torre,Falta de coleta no prazo,573.65,59.8,True,-8.034413,-34.886772
327,2023-08-26,8,2023,Beberibe,Descarte irregular em terreno baldio,1536.4,4.3,True,-7.98266,-34.996744
328,2023-03-15,3,2023,Ibura,Acúmulo de lixo em via pública,1984.08,31.4,False,-7.968119,-34.82357
329,2023-05-06,5,2023,Imbiribeira,Acúmulo de lixo em via pública,1326.45,18.8,True,-7.96924,-34.966895
330,2023-07-21,7,2023,Encruzilhada,Descarte irregular em terreno baldio,1413.91,17.6,True,-8.00926,-34.999783
331,2023-08-03,8,2023,Espinheiro,Entulho em área pública,491.07,49.3,True,-8.010881,-34.836578
332,2023-07-23,7,2023,Espinheiro,Falta de coleta no prazo,188.12,28.2,True,-8.129515,-34.93733
333,2023-05-05,5,2023,Várzea,Ponto viciado de descarte irregular,1301.07,49.1,True,-8.037342,-34.877936
334,2023-03-15,3,2023,Caxangá,Descarte irregular em terreno baldio,465.46,54.1,False,-8.026785,-34.911523
335,2023-04-03,4,2023,Aflitos,Ponto viciado de descarte irregular,1517.27,42.9,True,-7.95735,-34.937099
336,2023-03-08,3,2023,Imbiribeira,Descarte irregular em terreno baldio,214.28,40.3,True,-8.028481,-34.844206
337,2023-12-01,12,2023,Encruzilhada,Ponto viciado de descarte irregular,1059.61,37.2,True,-8.090892,-34.989086
338,2023-04-16,4,2023,Várzea,Acúmulo de lixo em via pública,520.11,46.3,True,-7.972255,-34.997587
339,2023-06-11,6,2023,Espinheiro,Falta de coleta no prazo,1728.59,41.4,True,-8.013412,-34.847455
340,2023-02-01,2,2023,Iputinga,Acúmulo de lixo em via pública,76.9,16.3,False,-7.960264,-34.920405
341,2023-05-21,5,2023,Dois Unidos,Falta de coleta no prazo,875.97,29.6,True,-8.042469,-34.969464
342,2023-02-10,2,2023,Graças,Entulho em área pública,1845.8,70.2,True,-8.08465,-34.882713
343,2023-11-22,11,2023,Graças,Lixeira danificada,1412.42,52.8,False,-8.138419,-34.982757
344,2023-07-04,7,2023,Ibura,Entulho em área pública,1237.22,23.0,True,-8.001868,-34.976111
345,2023-12-05,12,2023,Boa Viagem,Ponto viciado de descarte irregular,1018.01,25.6,True,-7.985499,-34.948151
346,2023-06-05,6,2023,Imbiribeira,Descarte irregular em terreno baldio,1778.51,55.8,True,-7.988578,-34.945604
347,2023-02-09,2,2023,Iputinga,Descarte irregular em terreno baldio,200.29,33.3,True,-8.050078,-34.886623
348,2023-06-06,6,2023,Imbiribeira,Acúmulo de lixo em via pública,1793.82,48.9,True,-8.001844,-34.999486
349,2023-01-08,1,2023,Casa Forte,Falta de coleta no prazo,759.75,66.3,True,-7.957932,-34.992927
350,2023-12-24,12,2023,Tejipió,Ponto viciado de descarte irregular,677.51,30.6,True,-8.095748,-34.984423
351,2023-06-04,6,2023,Dois Unidos,Descarte irregular em terreno baldio,1808.78,13.7,False,-7.953717,-34.809184
352,2023-02-15,2,2023,Encruzilhada,Lixeira danificada,688.24,40.3,True,-8.109866,-34.887239
353,2023-05-24,5,2023,Mustardinha,Ponto viciado de descarte irregular,954.66,43.0,True,-7.995477,-34.960916
354,2023-09-25,9,2023,Pina,Ponto viciado de descarte irregular,62.44,30.1,True,-8.080715,-34.832085
355,2023-01-11,1,2023,Boa Viagem,Descarte irregular em terreno baldio,783.74,53.4,True,-8.108961,-34.803377
356,2023-07-16,7,2023,Casa Forte,Ponto viciado de descarte irregular,1437.72,7.6,False,-7.970543,-34.896048
357,2023-12-12,12,2023,Ibura,Descarte irregular em terreno baldio,215.56,7.8,True,-7.986007,-34.985034
358,2023-10-02,10,2023,Tejipió,Descarte irregular em terreno baldio,1930.23,17.8,True,-8.086998,-34.839837
359,2023-12-27,12,2023,Beberibe,Lixeira danificada,932.88,17.6,False,-8.122778,-34.845971
360,2023-02-05,2,2023,Aflitos,Ponto viciado de descarte irregular,926.66,23.3,True,-8.078343,-34.845933
361,2023-08-10,8,2023,Ibura,Lixeira danificada,1712.34,7.4,False,-8.089157,-34.859059
362,2023-10-02,10,2023,Torre,Lixeira danificada,339.23,51.5,False,-8.070751,-34.99021
363,2023-05-09,5,2023,Madalena,Acúmulo de lixo em via pública,1906.59,61.7,True,-8.039976,-34.981055
364,2023-02-26,2,2023,Espinheiro,Acúmulo de lixo em via pública,73.32,60.0,False,-8.123857,-34.835265
365,2023-06-22,6,2023,Graças,Entulho em área pública,1192.93,66.1,True,-7.950568,-34.96045
366,2023-11-15,11,2023,Espinheiro,Acúmulo de lixo em via pública,1814.9,59.9,True,-8.141461,-34.907801
367,2023-03-19,3,2023,Tejipió,Descarte irregular em terreno baldio,820.25,3.1,True,-8.115439,-34.957057
368,2023-03-09,3,2023,Imbiribeira,Falta de coleta no prazo,1772.68,3.5,True,-8.100843,-34.940979
369,2023-07-18,7,2023,Jordão,Acúmulo de lixo em via pública,221.06,28.2,True,-8.021469,-34.84056
370,2023-04-21,4,2023,Água Fria,Acúmulo de lixo em via pública,1979.34,56.5,True,-8.041096,-34.903064
371,2023-10-17,10,2023,Beberibe,Falta de coleta no prazo,577.35,2.9,True,-8.144139,-34.837862
372,2023-05-02,5,2023,Jordão,Entulho em área pública,746.99,42.5,True,-8.118075,-34.950429
373,2023-04-09,4,2023,Água Fria,Descarte irregular em terreno baldio,159.02,71.7,True,-7.980699,-34.840522
374,2023-06-27,6,2023,Madalena,Ponto viciado de descarte irregular,511.27,23.6,True,-8.078243,-34.881688
375,2023-12-23,12,2023,Caxangá,Entulho em área pública,1149.03,41.0,True,-7.952399,-34.823675
376,2023-08-18,8,2023,Encruzilhada,Ponto viciado de descarte irregular,1006.35,7.4,True,-8.106238,-34.89471
377,2023-01-11,1,2023,Mustardinha,Ponto viciado de descarte irregular,1622.57,25.2,True,-7.989515,-34.826357
378,2023-01-01,1,2023,Espinheiro,Entulho em área pública,1424.16,11.1,True,-8.044741,-34.927022
379,2023-02-12,2,2023,Várzea,Entulho em área pública,247.01,22.4,True,-8.118499,-34.810261
380,2023-11-16,11,2023,Beberibe,Ponto viciado de descarte irregular,1429.01,40.9,False,-8.027258,-34.928635
381,2023-11-19,11,2023,Madalena,Falta de coleta no prazo,648.31,49.9,True,-8.004234,-34.810242
382,2023-10-13,10,2023,Iputinga,Acúmulo de lixo em via pública,405.06,23.6,False,-8.027724,-34.872071
383,2023-02-16,2,2023,Espinheiro,Lixeira danificada,1503.42,17.9,False,-8.116423,-34.822936
384,2023-02-27,2,2023,Beberibe,Falta de coleta no prazo,72.22,15.9,True,-8.079904,-34.842596
385,2023-12-01,12,2023,Casa Forte,Falta de coleta no prazo,904.53,30.8,True,-8.067196,-34.823646
386,2023-06-18,6,2023,Várzea,Acúmulo de lixo em via pública,1666.17,57.0,True,-7.998351,-34.954883
387,2023-08-03,8,2023,Casa Forte,Lixeira danificada,89.15,19.5,True,-8.081638,-34.822414
388,2023-03-24,3,2023,Graças,Entulho em área pública,1886.58,70.4,True,-7.952945,-34.821355
389,2023-12-01,12,2023,Tejipió,Descarte irregular em terreno baldio,371.74,64.2,True,-8.129748,-34.95889
390,2023-04-14,4,2023,Água Fria,Descarte irregular em terreno baldio,1854.87,39.3,True,-8.09052,-34.980817
391,2023-07-19,7,2023,Água Fria,Falta de coleta no prazo,349.5,26.6,True,-8.09109,-34.867596
392,2023-10-16,10,2023,Torre,Acúmulo de lixo em via pública,100.18,13.1,True,-8.133613,-34.831246
393,2023-05-26,5,2023,Várzea,Falta de coleta no prazo,1003.74,47.9,True,-8.041175,-34.963024
394,2023-07-12,7,2023,Madalena,Falta de coleta no prazo,137.0,32.2,True,-7.982584,-34.887151
395,2023-03-25,3,2023,Aflitos,Acúmulo de lixo em via pública,1352.88,58.4,True,-7.998709,-34.954497
396,2023-01-27,1,2023,Várzea,Entulho em área pública,866.33,39.0,False,-8.055035,-34.823669
397,2023-08-10,8,2023,Graças,Falta de coleta no prazo,1810.42,51.7,True,-7.969909,-34.83991
398,2023-11-20,11,2023,Espinheiro,Acúmulo de lixo em via pública,1901.05,32.9,False,-8.116567,-34.957622
399,2023-04-05,4,2023,Casa Forte,Falta de coleta no prazo,202.82,49.5,True,-7.985487,-34.970424
400,2023-10-09,10,2023,Beberibe,Descarte irregular em terreno baldio,1832.64,5.8,True,-8.070529,-34.934775
401,2023-05-17,5,2023,Ibura,Acúmulo de lixo em via pública,1583.77,45.2,True,-8.066081,-34.917112
402,2023-03-19,3,2023,Iputinga,Entulho em área pública,1528.84,67.7,False,-8.037463,-34.979802
403,2023-05-28,5,2023,Água Fria,Lixeira danificada,1761.89,19.8,True,-8.035595,-34.905391
404,2023-03-09,3,2023,Várzea,Ponto viciado de descarte irregular,1255.58,49.3,True,-8.070841,-34.824208
405,2023-12-08,12,2023,Casa Forte,Descarte irregular em terreno baldio,976.68,20.1,True,-8.082427,-34.84127
406,2023-05-09,5,2023,Jordão,Descarte irregular em terreno baldio,1385.46,70.0,True,-8.089904,-34.851255
407,2023-06-09,6,2023,Tejipió,Entulho em área pública,1308.83,14.3,True,-7.985206,-34.851811
408,2023-09-28,9,2023,Caxangá,Acúmulo de lixo em via pública,1054.78,12.3,True,-8.048641,-34.97287
409,2023-09-19,9,2023,Boa Viagem,Ponto viciado de descarte irregular,425.89,60.1,False,-8.100102,-34.90871
410,2023-06-23,6,2023,Torre,Lixeira danificada,768.29,34.0,True,-7.965385,-34.863765
411,2023-04-12,4,2023,Jordão,Entulho em área pública,919.9,69.2,True,-8.039733,-34.93115
412,2023-05-24,5,2023,Graças,Lixeira danificada,103.53,4.5,False,-7.994034,-34.957136
413,2023-04-21,4,2023,Pina,Descarte irregular em terreno baldio,453.13,47.3,True,-7.977074,-34.806572
414,2023-11-01,11,2023,Jordão,Ponto viciado de descarte irregular,1312.37,43.7,True,-8.099522,-34.838983
415,2023-05-23,5,2023,Imbiribeira,Falta de coleta no prazo,1796.19,61.5,True,-8.106358,-34.939571
416,2023-09-27,9,2023,Mustardinha,Falta de coleta no prazo,1189.75,1.5,False,-7.956703,-34.832124
417,2023-09-21,9,2023,Mustardinha,Entulho em área pública,601.22,49.6,True,-8.082743,-34.944703
418,2023-06-28,6,2023,Imbiribeira,Lixeira danificada,1329.43,68.6,True,-8.112328,-34.896541
419,2023-04-02,4,2023,Mustardinha,Falta de coleta no prazo,1338.03,49.3,True,-8.01892,-34.800506
420,2023-05-14,5,2023,Várzea,Falta de coleta no prazo,1486.63,42.4,False,-7.986797,-34.931367
421,2023-12-08,12,2023,Água Fria,Descarte irregular em terreno baldio,1580.55,65.4,True,-8.048537,-34.830916
422,2023-11-18,11,2023,Madalena,Lixeira danificada,240.33,10.1,True,-7.988331,-34.847416
423,2023-03-22,3,2023,Beberibe,Descarte irregular em terreno baldio,224.13,26.2,True,-8.088583,-34.842382
424,2023-06-12,6,2023,Imbiribeira,Entulho em área pública,623.4,61.4,True,-7.976721,-34.883285
425,2023-10-03,10,2023,Jordão,Ponto viciado de descarte irregular,1025.93,62.6,True,-8.090329,-34.989188
426,2023-03-05,3,2023,Torre,Lixeira danificada,847.92,41.4,False,-8.058486,-34.936723
427,2023-12-06,12,2023,Graças,Falta de coleta no prazo,698.63,71.1,True,-8.138397,-34.909589
428,2023-04-25,4,2023,Madalena,Entulho em área pública,1540.74,35.8,False,-8.132392,-34.877104
429,2023-11-14,11,2023,Várzea,Falta de coleta no prazo,1932.39,28.2,True,-8.110117,-34.92538
430,2023-01-11,1,2023,Dois Unidos,Ponto viciado de descarte irregular,84.94,1.3,True,-8.104747,-34.824603
431,2023-05-05,5,2023,Aflitos,Falta de coleta no prazo,1031.51,22.7,True,-8.140856,-34.810307
432,2023-08-24,8,2023,Dois Unidos,Entulho em área pública,1072.03,31.8,True,-8.123242,-34.800772
433,2023-08-12,8,2023,Torre,Ponto viciado de descarte irregular,1898.76,66.2,True,-8.104316,-34.854566
434,2023-03-07,3,2023,Boa Viagem,Entulho em área pública,1034.04,9.7,True,-7.991575,-34.924962
435,2023-11-09,11,2023,Água Fria,Entulho em área pública,144.74,71.6,True,-8.019286,-34.996052
436,2023-12-04,12,2023,Tejipió,Falta de coleta no prazo,791.49,39.9,True,-8.119375,-34.860962
437,2023-11-01,11,2023,Encruzilhada,Falta de coleta no prazo,1340.25,48.0,True,-8.028873,-34.972567
438,2023-02-17,2,2023,Mustardinha,Acúmulo de lixo em via pública,601.28,56.7,True,-8.0282,-34.844408
439,2023-09-07,9,2023,Caxangá,Descarte irregular em terreno baldio,849.02,12.4,True,-7.967929,-34.862359
440,2023-08-11,8,2023,Pina,Acúmulo de lixo em via pública,74.86,7.3,True,-8.035169,-34.901179
441,2023-02-25,2,2023,Dois Unidos,Acúmulo de lixo em via pública,1460.95,8.2,True,-8.103768,-34.802267
442,2023-05-09,5,2023,Ibura,Acúmulo de lixo em via pública,244.63,13.4,True,-8.091887,-34.839681
443,2023-06-14,6,2023,Aflitos,Acúmulo de lixo em via pública,1709.93,64.2,True,-8.122321,-34.87056
444,2023-06-12,6,2023,Ibura,Entulho em área pública,573.2,53.0,True,-8.081455,-34.977234
445,2023-07-15,7,2023,Imbiribeira,Falta de coleta no prazo,1395.31,35.0,True,-7.972775,-34.966644
446,2023-03-23,3,2023,Casa Forte,Ponto viciado de descarte irregular,252.24,65.7,True,-8.036211,-34.912367
447,2023-10-13,10,2023,Caxangá,Entulho em área pública,106.19,49.6,False,-7.955311,-34.973869
448,2023-08-04,8,2023,Tejipió,Falta de coleta no prazo,139.65,19.6,True,-8.009086,-34.864414
449,2023-12-19,12,2023,Iputinga,Ponto viciado de descarte irregular,1956.9,48.6,True,-8.045379,-34.859884
450,2023-02-14,2,2023,Pina,Falta de coleta no prazo,724.21,49.0,True,-7.982193,-34.888331
451,2023-10-02,10,2023,Boa Viagem,Descarte irregular em terreno baldio,1872.02,36.9,True,-8.050833,-34.966919
452,2023-08-11,8,2023,Pina,Lixeira danificada,1941.78,4.6,True,-8.021337,-34.919345
453,2023-04-03,4,2023,Ibura,Falta de coleta no prazo,1612.46,32.8,False,-8.060586,-34.976259
454,2023-08-24,8,2023,Boa Viagem,Acúmulo de lixo em via pública,836.71,3.5,True,-7.984818,-34.841643
455,2023-10-21,10,2023,Encruzilhada,Entulho em área pública,1146.55,47.5,True,-8.081829,-34.834938
456,2023-04-28,4,2023,Ibura,Lixeira danificada,1142.29,45.0,True,-8.018567,-34.856817
457,2023-02-04,2,2023,Pina,Acúmulo de lixo em via pública,715.65,59.9,False,-8.091603,-34.895603
458,2023-12-04,12,2023,Casa Forte,Ponto viciado de descarte irregular,1010.22,59.4,True,-8.068158,-34.949142
459,2023-04-07,4,2023,Aflitos,Falta de coleta no prazo,470.4,59.5,True,-8.082413,-34.84857
460,2023-01-21,1,2023,Iputinga,Acúmulo de lixo em via pública,1555.68,33.0,True,-7.958762,-34.973073
461,2023-08-01,8,2023,Dois Unidos,Descarte irregular em terreno baldio,144.71,67.4,False,-8.053414,-34.898333
462,2023-03-23,3,2023,Iputinga,Ponto viciado de descarte irregular,1474.46,10.1,True,-8.029891,-34.823461
463,2023-09-13,9,2023,Tejipió,Entulho em área pública,1836.02,55.1,True,-7.957281,-34.805902
464,2023-08-26,8,2023,Espinheiro,Ponto viciado de descarte irregular,854.85,50.7,True,-8.090217,-34.859701
465,2023-06-23,6,2023,Água Fria,Descarte irregular em terreno baldio,473.82,15.9,True,-8.012678,-34.815762
466,2023-03-23,3,2023,Madalena,Entulho em área pública,1107.86,46.2,True,-7.997845,-34.887544
467,2023-10-19,10,2023,Tejipió,Descarte irregular em terreno baldio,1508.34,60.7,True,-7.98054,-34.838339
468,2023-09-04,9,2023,Boa Viagem,Falta de coleta no prazo,333.39,48.6,True,-7.999963,-34.967813
469,2023-05-22,5,2023,Imbiribeira,Ponto viciado de descarte irregular,1686.79,50.0,True,-7.999281,-34.993539
470,2023-08-04,8,2023,Mustardinha,Descarte irregular em terreno baldio,1492.01,62.4,True,-8.037746,-34.952481
471,2023-12-10,12,2023,Casa Forte,Falta de coleta no prazo,805.73,68.9,False,-8.087469,-34.889575
472,2023-01-24,1,2023,Imbiribeira,Ponto viciado de descarte irregular,1260.1,56.4,False,-7.984003,-34.817703
473,2023-12-23,12,2023,Caxangá,Entulho em área pública,1115.9,43.8,False,-7.957142,-34.941164
474,2023-03-22,3,2023,Graças,Ponto viciado de descarte irregular,1926.83,53.2,True,-8.141873,-34.944178
475,2023-05-05,5,2023,Madalena,Entulho em área pública,1699.73,1.4,True,-7.962501,-34.992012
476,2023-06-20,6,2023,Casa Forte,Descarte irregular em terreno baldio,1250.44,48.0,True,-8.035465,-34.928383
477,2023-12-11,12,2023,Dois Unidos,Ponto viciado de descarte irregular,1916.13,38.0,False,-8.118126,-34.891384
478,2023-07-03,7,2023,Caxangá,Ponto viciado de descarte irregular,1772.62,48.1,True,-8.091285,-34.809938
479,2023-10-17,10,2023,Jordão,Entulho em área pública,1656.19,70.7,True,-8.016212,-34.910867
480,2023-11-20,11,2023,Mustardinha,Ponto viciado de descarte irregular,1919.85,49.5,True,-7.966814,-34.811002
481,2023-07-09,7,2023,Água Fria,Descarte irregular em terreno baldio,601.52,65.7,False,-8.075008,-34.839437
482,2023-08-16,8,2023,Casa Forte,Lixeira danificada,1801.65,14.7,True,-7.960358,-34.966521
483,2023-09-18,9,2023,Boa Viagem,Descarte irregular em terreno baldio,177.67,48.6,False,-7.97701,-34.915158
484,2023-02-07,2,2023,Água Fria,Descarte irregular em terreno baldio,1763.34,53.6,True,-7.986649,-34.985576
485,2023-11-05,11,2023,Boa Viagem,Falta de coleta no prazo,1447.89,3.7,True,-8.114402,-34.949618
486,2023-02-19,2,2023,Pina,Lixeira danificada,844.88,33.0,True,-8.086719,-34.9221
487,2023-02-18,2,2023,Boa Viagem,Descarte irregular em terreno baldio,1454.56,5.5,True,-8.140897,-34.83035
488,2023-06-17,6,2023,Aflitos,Lixeira danificada,1584.44,22.4,True,-7.996945,-34.912465
489,2023-07-27,7,2023,Boa Viagem,Falta de coleta no prazo,354.83,16.6,True,-7.990646,-34.830107
490,2023-05-21,5,2023,Espinheiro,Lixeira danificada,1370.71,65.9,False,-8.004135,-34.925374
491,2023-01-18,1,2023,Água Fria,Ponto viciado de descarte irregular,290.31,1.4,True,-8.04257,-34.810604
492,2023-05-07,5,2023,Caxangá,Ponto viciado de descarte irregular,854.68,46.9,True,-8.117809,-34.955842
493,2023-05-07,5,2023,Aflitos,Ponto viciado de descarte irregular,1358.41,41.3,True,-7.999792,-34.801985
494,2023-09-15,9,2023,Água Fria,Acúmulo de lixo em via pública,616.77,5.8,True,-8.004882,-34.902562
495,2023-06-12,6,2023,Espinheiro,Descarte irregular em terreno baldio,1328.17,8.1,True,-7.969976,-34.936443
496,2023-08-11,8,2023,Mustardinha,Descarte irregular em terreno baldio,646.07,42.5,True,-8.077101,-34.936733
497,2023-07-06,7,2023,Boa Viagem,Lixeira danificada,530.04,16.7,True,-8.062775,-34.831978
498,2023-03-22,3,2023,Beberibe,Falta de coleta no prazo,952.55,26.5,True,-8.039666,-34.964846
499,2023-10-03,10,2023,Imbiribeira,Ponto viciado de descarte irregular,1788.03,14.9,True,-8.024676,-34.854515
500,2023-01-28,1,2023,Dois Unidos,Descarte irregular em terreno baldio,110.83,42.3,True,-8.031993,-34.818739
